external,year,test_1,dropout,outside_interaction,first_sessions
1,2,4,0,0.3999096599679479,19
0,3,1,0,0.25576758084338314,15
1,1,1,0,1.2230251533575067,24
0,3,5,0,0.5887394038049352,118
1,3,1,0,1.22101167462045,176
1,3,5,0,0.859126736860665,46
0,1,2,0,1.387186332954681,14
0,2,5,0,1.0086681642454929,96
0,2,2,0,1.7407546552397646,90
1,2,2,0,0.4413202516993173,100
1,3,3,0,0.17644106344600421,86
1,3,5,0,1.5939129019850682,85
1,1,3,0,0.703282172738192,115
0,1,1,0,1.2941438518223374,18
1,3,4,0,0.7004737020659071,160
0,2,5,0,0.244065095845475,14
0,2,2,0,1.0349904014557476,15
1,3,3,0,1.0796780661681702,136
1,2,2,1,0.6233782564898915,18
1,3,1,0,1.4755156612198368,97
1,1,3,1,0.38889337036311467,56
1,3,2,0,0.8762285701188364,167
1,1,4,0,0.19444668518155733,68
0,2,3,0,1.1436986359601278,92
0,3,5,0,0.8970426625266745,148
1,2,3,0,0.6943881584125688,98
1,3,1,0,0.44401992582944894,20
1,3,5,0,1.1707070685634573,74
0,2,2,0,0.8590179403185116,104
0,1,1,0,0.9501557392559521,35
0,3,2,0,1.4147721644089324,107
1,3,5,0,0.6356581403387213,54
1,1,1,0,0.37650468997213155,63
1,3,5,0,0.5998644899519219,171
1,3,5,0,0.9445387979113821,133
0,3,5,0,2.246781672124114,142
1,1,4,0,0.3098168144634224,121
0,3,5,0,0.25857605151566815,16
1,1,1,0,0.2592622469087431,79
1,3,4,0,0.6880850216749239,186
1,1,2,1,0.3641160095811484,20
0,3,3,0,1.4903864226566446,107
1,3,5,0,1.2445254411584197,135
1,3,5,0,0.28817536170697605,7
1,3,5,0,0.7853083642657026,100
1,3,5,0,0.31777467189828396,90
0,3,1,1,0.3060721869003758,48
1,3,3,0,0.7880080383958342,132
1,1,2,0,2.2144826878026747,5
1,3,5,0,0.2943697019024676,126
0,3,2,0,0.5115351616867663,95
0,3,2,0,1.9381186076357602,24
1,3,5,0,1.0969974925106485,122
1,2,1,0,0.5205379725545429,146
1,3,4,0,0.3350940982407621,84
0,3,4,0,0.35299092343416183,9
1,2,5,0,0.5584538982205524,63
0,2,1,0,1.087308486249797,90
1,3,2,0,0.26747006584129135,22
1,3,3,0,1.9793116062828229,66
0,1,1,0,2.1379646410775806,16
0,3,5,0,0.25857605151566815,19
0,2,3,0,0.9732343196253083,165
1,3,3,0,1.623043609867608,113
1,2,2,0,0.353027188948213,88
0,2,1,0,2.162055806466472,17
1,2,1,0,0.31168912824494577,61
1,3,5,0,0.367501879104355,137
0,3,1,0,0.34476806868755755,117
0,3,2,0,1.8119821502467486,32
0,3,4,0,0.35299092343416183,25
1,1,5,0,0.697665231393622,111
1,3,1,0,1.0651671104979772,121
1,3,5,0,0.26477039171115974,19
0,2,4,0,0.12963112345437156,119
1,3,5,0,1.2941438518223374,115
1,1,2,1,0.3641160095811484,61
1,3,5,0,0.49432453188644154,117
0,2,4,1,0.7417754972551232,24
0,3,1,1,0.6701881964815242,25
1,3,3,0,1.5730988095772303,114
1,3,1,0,0.9879628683798082,137
0,3,3,0,0.24687356651776,134
1,2,4,0,0.9356447835857589,89
1,3,2,0,0.25025943604096657,125
1,2,5,0,0.5591400936136274,149
1,1,2,0,1.5327008028653957,19
0,1,2,0,2.1325652928173175,15
0,3,5,0,1.1651989237610407,98
1,3,1,0,1.1299826722251627,80
1,2,5,0,0.7936249797404042,131
0,3,2,0,1.3844866588245495,35
1,2,5,0,0.7969020527214574,162
1,2,3,0,0.34748277863174526,81
0,2,1,0,1.3754838479567728,24
0,3,5,0,0.6545848831509801,159
0,1,1,0,1.3939580720010942,11
0,3,5,0,0.27027853651357636,17
1,3,3,0,0.6278927491875003,72
1,1,2,1,0.5653344338091189,31
1,2,3,0,1.1914123644291421,162
0,3,1,0,0.412298340358931,146
1,1,5,0,0.24687356651776,98
0,1,5,0,1.391367194413116,114
0,3,2,0,2.09734904128144,40
0,3,5,0,0.35299092343416183,19
1,3,4,0,0.5708425786115355,165
0,1,3,0,2.0937455786739267,71
1,1,5,0,1.7319694374562946,56
1,1,2,0,1.2444166446162663,165
0,3,1,0,0.3143888023750774,18
1,3,5,0,0.3999096599679479,18
1,2,5,0,1.2003063787547652,183
0,2,1,0,0.25576758084338314,11
0,3,3,0,1.049969959434709,162
1,3,4,0,0.4080962492005011,132
1,3,5,0,0.22335979997979027,12
0,3,2,0,0.43570331035474735,91
0,2,1,0,1.3727841738266413,24
1,1,3,0,0.5295407834223195,60
0,3,1,0,0.3088806575726608,19
1,2,5,0,0.9149394877200742,66
0,2,4,1,0.6481556172718578,17
1,3,2,1,0.6949655572634905,24
1,1,2,1,0.9294504433902673,36
1,3,1,0,0.34679658323867024,16
1,2,3,0,0.8439295857973969,139
0,3,1,1,1.4947848771993861,20
1,2,1,1,0.6233782564898915,8
1,2,5,0,1.1265968027019562,150
0,3,1,0,1.4596774222056617,7
1,1,3,0,0.42331462996376423,80
0,2,5,0,0.34679658323867024,15
1,3,5,0,0.8797232361841962,143
1,3,5,0,0.9707522385794833,117
0,3,3,0,0.3641160095811484,124
0,3,4,0,0.27027853651357636,14
0,3,4,0,0.34679658323867024,11
0,2,2,0,1.084500015577512,34
0,3,5,0,0.22335979997979027,18
0,1,1,0,1.7731624361033576,31
1,1,5,0,0.4791273808231734,59
1,1,3,0,0.17644106344600424,73
0,2,2,0,1.0437756192392174,31
1,3,2,0,0.6239556553408132,22
1,1,1,0,0.2904688735698316,98
0,3,5,0,0.32058314257056897,9
1,3,1,0,0.9907713390520931,130
1,1,2,0,0.8555232742531517,97
1,3,5,0,1.132104947504373,130
0,2,1,0,1.8917772699528959,26
0,2,1,0,1.1941120385592736,25
0,3,5,0,0.2261682706520753,17
0,3,1,0,0.26477039171115974,11
1,3,3,0,0.5908616790841452,170
0,3,5,0,0.4116121449658561,20
1,3,5,0,0.3088806575726608,9
0,3,1,0,0.6446609512064978,115
0,3,5,0,0.3350940982407621,17
0,3,2,0,0.5608199411115101,100
0,3,4,0,0.7025959773451171,132
1,3,5,0,0.27027853651357636,77
1,3,1,0,1.2473339118307047,171
1,1,2,1,0.12963112345437156,21
0,3,5,0,0.22335979997979027,14
1,2,1,0,0.3060721869003758,78
1,1,1,1,0.3060721869003758,55
0,1,2,0,1.4820698071819431,58
0,2,2,0,1.538100151125659,21
0,2,4,0,0.9294504433902673,97
1,2,4,0,0.6122531703429049,152
1,2,2,0,0.46472522169513364,58
0,3,5,0,0.6411662851411379,134
0,3,4,0,0.35579939410644684,8
0,3,5,0,0.22335979997979027,17
1,3,1,0,1.011476634917778,90
0,3,5,0,1.5994210467874848,147
0,2,5,0,0.5763507234139521,110
1,1,2,1,0.2592622469087431,16
1,1,2,0,1.596721372657353,19
0,3,4,1,0.9762603833819,40
1,1,4,0,0.17644106344600424,105
1,3,4,0,0.6735740660047308,164
0,2,5,0,1.0410759451090859,188
1,2,4,0,0.3350940982407621,82
0,3,2,0,0.9342723927996089,80
1,3,5,0,0.7410893018620481,153
1,2,2,0,0.2826672169045594,86
1,1,2,0,0.7652892637930928,57
0,3,5,0,0.26477039171115974,8
1,2,2,0,0.9886490637728831,90
1,2,3,0,1.3594280158582912,154
0,3,3,0,0.7169981364731569,118
1,1,2,0,0.36188493775978503,60
1,2,5,0,0.9789600575120316,151
1,3,5,0,0.8383126444528268,107
0,3,4,0,0.367501879104355,5
0,2,1,0,1.7444669143894311,25
1,1,4,0,1.0148625044409845,86
0,3,1,0,0.25857605151566815,14
0,1,2,0,0.5997556934097685,134
0,2,2,0,1.4997156231508812,32
1,2,5,0,1.4152407667177005,60
0,2,1,0,1.1707070685634573,163
1,1,2,0,0.19444668518155733,89
0,3,5,0,0.25857605151566815,5
0,2,1,0,1.0253013951948962,108
1,1,1,1,0.12963112345437156,6
1,2,2,0,1.028796061260256,27
1,2,5,0,0.4116121449658561,140
1,1,4,1,0.9294504433902673,47
1,2,5,0,0.06481556172718578,83
0,1,1,0,0.9439613990604605,8
0,2,1,0,1.3769650352850762,28
1,1,1,0,0.4502142660249405,37
0,2,4,0,0.3088806575726608,6
0,2,5,0,1.1665262071050224,82
0,3,4,1,1.1419027503073778,18
1,3,5,0,1.22662861596502,109
1,1,5,0,1.4297517223878937,93
1,3,5,0,1.1824095535613655,100
1,2,2,0,0.5005188720819331,77
1,3,2,0,0.24687356651776,89
1,3,1,0,1.0293734601111777,99
1,1,5,0,0.6673584961092441,166
1,1,1,0,1.0321819307834628,75
1,2,3,0,0.42331462996376423,93
1,2,1,0,0.7590949235976013,117
0,3,4,0,0.35579939410644684,19
1,3,4,0,1.1355996135697328,69
1,3,5,0,0.5825450636094437,88
1,2,3,0,0.0,93
1,1,5,0,0.5970560192796368,112
1,3,4,0,0.5138649390636729,107
1,1,2,0,0.34748277863174526,76
0,3,1,1,0.6949655572634905,62
0,3,2,0,1.7470577919774095,31
1,2,1,0,1.0851862109705868,131
1,1,1,0,0.34568299587832413,62
1,2,1,1,0.49374713303552,13
1,2,4,0,1.5061609725708343,125
1,2,2,0,0.9887578603150365,156
0,1,1,0,1.806474005444332,18
0,3,4,0,0.9450537567208116,101
1,1,5,0,0.5446291379434341,121
0,2,1,0,0.13513926825678818,8
0,3,5,0,0.244065095845475,15
1,3,3,0,1.1031918327061399,130
1,2,4,0,0.3888933703631147,82
0,2,5,0,0.2764728767090679,24
0,2,2,0,1.1996201833616904,33
1,3,4,0,0.9824547235773916,113
1,2,1,0,0.1820580047905742,79
0,2,4,0,0.25576758084338314,12
1,1,2,0,0.5690790613721656,132
0,3,5,0,0.244065095845475,11
0,2,5,0,0.17644106344600424,102
1,3,1,0,1.114894317704048,115
1,1,2,0,0.8467380564696818,131
1,3,3,1,0.38889337036311467,14
1,1,1,1,0.9294504433902673,26
1,3,5,0,0.49713300255872656,107
0,1,2,0,0.9707522385794833,141
0,1,1,0,1.7207355547671548,31
0,1,2,0,1.3119318804735838,163
0,2,4,0,0.19995482998397396,17
1,2,1,1,0.9294504433902673,16
1,2,4,0,1.014285105590063,71
1,1,4,0,0.27027853651357636,82
1,3,5,0,0.9349585881926841,100
1,1,5,0,1.1093861729016314,146
1,1,2,1,0.0,9
1,3,5,0,0.7356899536017849,106
1,3,4,0,1.1769014087589489,111
1,2,5,0,0.07651804672509395,75
1,2,1,0,2.0972402447392864,18
0,2,5,0,0.28817536170697605,11
1,1,4,1,0.5405570730271527,34
1,1,5,0,0.897620061377596,138
1,1,4,0,0.4238446245872498,52
1,1,2,1,0.3641160095811484,24
0,1,5,0,0.3060721869003758,142
0,2,1,0,0.22335979997979027,11
0,3,1,0,0.34679658323867024,15
1,1,1,0,1.735572900063808,41
0,1,1,0,1.3967665426733793,21
1,2,4,0,0.3143888023750774,10
0,3,1,0,1.4023834840179492,32
1,1,5,0,0.06481556172718578,102
1,1,5,0,0.6517551827786999,45
0,3,1,1,0.7530093799442631,31
0,1,3,0,1.3441220682528698,102
1,3,1,0,1.2500335859608362,122
1,3,2,1,0.3528821268920085,67
1,3,1,0,0.8942341918543895,114
1,3,5,0,0.3888933703631147,36
0,2,1,0,0.658485711483616,41
0,3,2,0,2.035124357142232,104
1,1,1,0,2.167672747811042,27
1,2,1,0,0.31807593472407786,142
1,1,2,0,1.5669044693817387,123
1,2,5,0,0.7204928025385169,120
0,3,5,0,0.6590993758485887,42
1,1,5,0,0.8701430264654981,132
1,3,2,0,0.8177161451292955,136
0,2,4,0,0.4116121449658561,16
1,1,5,0,0.35849906823657846,88
1,3,2,0,0.8942341918543895,150
0,2,5,0,0.5763507234139521,134
0,1,2,0,0.8991649378058845,28
0,1,2,0,1.6436401091911392,73
1,3,1,0,0.979068854054185,136
1,2,5,0,0.3233916132428539,20
1,2,5,0,0.8625126063838715,156
1,3,4,0,0.16754704912038104,14
0,2,3,0,1.2353050372063363,141
0,2,4,0,0.9651352972349134,136
1,2,3,0,0.1530360934501879,116
1,3,2,0,0.043210374484790516,121
1,2,2,0,0.27027853651357636,78
1,2,2,0,0.8466292599275285,37
1,3,4,0,1.09969716664078,123
1,3,5,0,0.9617494277117069,95
1,2,4,0,1.0382674744368008,134
1,1,1,1,0.48251325034638004,31
1,3,4,0,1.45527896766292,49
0,2,1,0,0.25857605151566815,17
1,1,1,0,1.9615235776315765,31
1,1,1,1,0.2592622469087431,19
1,1,4,0,1.179709879431234,94
0,3,1,0,0.3350940982407621,18
1,2,3,0,0.6266553294709447,149
1,3,4,0,0.6158890013637982,79
0,3,4,0,1.0672893857771872,123
1,1,3,0,0.7967932561793041,108
0,1,1,0,0.8405437162741902,20
1,3,2,0,1.2410307750930598,107
1,2,2,0,0.8907395257890295,16
1,1,1,1,0.5405570730271527,17
1,3,5,0,0.8383126444528268,128
1,1,1,0,1.8525977500428898,27
1,1,1,0,0.8701430264654981,41
0,3,5,0,1.5000754289174962,125
1,3,4,0,0.6880850216749239,84
1,3,1,0,0.8149076744570105,80
1,3,5,0,1.138876686550786,80
0,2,4,1,1.2602999910726094,36
0,2,4,0,1.4322003872935638,94
1,2,1,0,1.0299508589620991,158
1,3,1,0,0.3962375634330035,150
1,2,1,0,2.032642276096407,37
0,3,1,0,0.741005632120561,99
1,3,2,0,0.12963112345437156,103
1,3,4,0,0.5529457534181358,74
1,3,1,0,0.732195287536425,92
1,2,5,0,0.8122080003268789,158
1,2,4,0,0.3350940982407621,107
1,2,3,0,1.22662861596502,158
0,1,3,0,1.8826656625429659,172
1,2,1,0,0.18844481126970627,53
0,3,5,0,0.48813019169095,100
0,3,1,1,1.2715338737617494,32
1,1,3,0,0.24125662517319002,80
0,1,2,0,1.0667119869262656,30
1,3,3,0,1.0969974925106485,129
1,3,4,0,1.1204024625064648,91
1,3,5,0,0.47372803256291024,128
1,1,2,0,0.42331462996376423,86
1,1,5,0,0.08822053172300212,83
1,3,2,1,0.43570331035474735,41
1,3,5,0,0.5929414949633652,76
0,2,5,0,1.0746848801751832,100
0,3,3,0,1.4084690276712875,118
1,2,4,0,1.0858724063636618,117
1,3,5,0,0.9349585881926841,147
1,1,5,0,0.9149394877200742,73
1,3,5,0,0.811521804933804,107
0,2,4,0,0.7757281545470045,85
1,1,4,0,0.6501690960089145,151
1,3,5,0,0.2160518724239526,31
0,3,5,0,1.117702788376333,149
1,2,3,0,0.6590631103345377,89
0,3,5,0,0.2764728767090679,13
0,3,5,0,0.16754704912038104,17
1,2,2,0,0.1530360934501879,96
0,3,1,1,1.3651537537450147,36
1,1,5,0,1.09757489136157,147
1,3,3,1,0.6233782564898915,19
1,1,2,0,0.35849906823657846,80
1,3,1,0,0.21165731498188212,15
1,3,5,0,0.16754704912038104,5
1,2,3,0,1.0706752553003938,152
0,2,5,0,1.511995506999711,50
1,2,5,0,1.314849147688022,115
0,2,1,0,1.9918090832159594,43
1,3,2,0,0.5294682523942172,139
1,3,4,0,0.8439295857973969,105
0,3,5,0,0.25857605151566815,18
1,1,1,0,0.38063425010245927,98
0,3,5,0,0.1530360934501879,136
1,3,1,0,1.0858724063636618,135
0,1,2,0,2.2090833395424117,11
1,1,2,0,0.7590949235976013,104
0,3,4,0,0.27027853651357636,24
0,1,1,0,1.6410492316031609,20
1,3,5,0,0.5473288120735658,119
1,1,5,0,0.7915027044611942,59
0,2,3,0,1.4560739595981484,154
1,3,5,0,0.4116121449658561,21
1,3,2,0,1.0672893857771872,123
1,3,5,0,0.6735740660047308,56
0,2,1,0,1.3265516326859303,110
0,1,1,0,1.6525341235167623,26
1,3,3,0,0.932150117520399,129
1,3,4,0,1.1590045835655491,113
1,1,5,0,0.6880850216749239,116
1,3,1,0,1.2059233200993353,70
1,1,3,0,1.9310204789628873,146
1,1,5,0,0.0,103
0,1,3,0,0.5674567090883289,76
1,3,4,0,1.0465840899115024,142
0,2,5,0,0.26477039171115974,2
0,1,5,0,1.1238971285718247,137
1,3,5,0,0.4413202516993173,58
1,1,5,0,1.4113862948857259,73
1,3,3,0,1.1327911428974478,117
1,3,2,0,0.9611720288607852,31
1,3,1,0,0.06481556172718578,142
1,1,4,0,0.8653210770561565,116
1,2,4,0,1.156196112893264,112
0,3,4,0,0.37650468997213155,90
1,3,4,0,0.17644106344600424,77
0,3,1,0,0.35299092343416183,9
0,3,1,0,1.7731624361033576,11
1,3,3,0,0.9438526025183072,74
0,3,1,0,0.3088806575726608,13
1,2,4,0,1.057709176058489,67
1,3,3,0,0.23165518575449684,66
0,1,1,0,1.3795559128730543,30
1,2,2,0,1.1377218888489429,28
1,2,1,0,0.2764728767090679,7
1,3,2,0,0.45921707689271707,73
1,3,4,0,1.4030696794110242,139
1,3,5,0,0.7500921127298248,89
1,2,3,0,1.760882552254528,52
1,1,1,0,2.182074906939082,31
0,3,5,0,0.4073263840659389,175
0,2,2,0,1.8945857406251807,24
0,3,5,0,0.367501879104355,13
1,3,2,0,0.2233960654938414,145
1,2,4,0,1.1443848313532028,50
1,1,5,0,0.9403579364529473,26
1,2,4,0,1.1294052733742412,81
0,2,2,0,1.3079686120994556,21
1,2,2,0,1.438285930946902,37
1,1,3,0,1.3223707712274952,132
1,3,5,0,0.6707655953324458,132
0,2,5,0,0.27027853651357636,8
1,2,2,0,1.4725983940053982,82
1,2,2,0,0.7589861270554479,172
1,1,3,1,0.7998193199358958,33
1,1,5,0,1.2638583462379545,39
0,2,2,0,0.9211338279155658,137
1,3,5,0,1.1086999775085566,65
1,2,2,0,0.3098168144634224,38
0,2,5,0,0.3999096599679479,107
1,2,2,0,1.3816781881522644,102
0,3,2,0,1.6794337595779387,32
1,2,5,0,1.8028705428368186,98
1,3,5,0,0.7467062432066182,100
1,2,1,0,1.491181414591873,51
0,3,1,0,0.25576758084338314,14
0,3,3,0,1.2174082120129366,76
0,3,1,0,1.0031600194430763,149
0,2,1,0,0.5529457534181358,165
0,2,5,0,0.7203840059963634,179
1,2,5,0,0.34679658323867024,15
1,3,3,0,0.9438526025183072,129
0,1,2,0,1.4616909009427184,27
1,2,1,0,1.885800522841711,45
1,3,4,0,1.1914123644291421,93
1,2,2,0,0.9528554133860836,150
0,3,5,0,0.32058314257056897,17
0,3,5,0,0.26477039171115974,21
0,2,2,0,1.820876164572372,35
1,3,4,0,0.9121310170477892,103
0,1,4,0,1.2079367988363918,150
0,2,1,0,1.6257432839977395,16
1,2,2,0,0.42009999702420314,103
0,1,2,0,1.5968301691995066,12
1,3,3,0,0.9211338279155658,148
1,2,1,0,1.4320915907514105,33
0,2,4,0,1.511995506999711,43
0,1,2,0,1.7091418663114,28
1,3,3,0,0.0,96
1,3,3,0,1.0824865368404553,121
1,3,4,0,0.5757733245630305,65
1,1,1,0,0.5902842802332237,92
1,2,3,1,0.6233782564898915,84
1,3,2,0,0.37920436410226316,45
0,3,1,0,0.34679658323867024,9
0,3,5,0,0.35299092343416183,22
1,3,2,0,1.1735155392357424,125
0,3,5,0,0.25857605151566815,23
0,2,1,0,2.0730402828082415,88
0,1,1,0,1.7526747333219794,37
1,1,3,0,0.4178064851613476,163
0,1,1,0,1.6174266685230378,19
1,2,3,0,0.17644106344600424,100
0,2,3,0,0.7859945596587776,131
1,3,2,0,0.4116121449658561,83
1,3,4,0,0.5536319488112107,56
0,2,2,0,1.608641450739568,9
1,3,5,0,0.7731271859724161,52
0,2,5,0,0.13513926825678818,20
0,2,1,0,1.614618197850753,19
0,1,2,0,1.1348046216345045,159
1,2,4,0,1.167103605955944,120
0,3,5,0,1.3677446313329928,63
1,1,2,0,0.1530360934501879,169
0,1,5,0,0.7086815209984553,143
1,1,5,0,0.5467514132226442,166
1,2,3,0,0.776991748791001,42
1,1,4,0,0.37650468997213155,83
1,2,4,0,1.011476634917778,137
1,3,3,0,1.0349904014557476,184
0,3,5,0,0.7169981364731569,136
1,2,4,0,0.5258686868873751,84
0,1,2,0,1.0935028264452884,22
1,3,5,0,0.30247262139353365,101
0,2,2,0,1.6436401091911392,30
0,1,5,0,0.8618264109907965,143
1,1,4,0,0.3350940982407621,89
0,2,4,1,0.9762603833819,29
1,2,3,0,0.8501239259928884,129
1,2,5,0,0.658485711483616,89
1,2,5,0,1.1762152133658739,112
0,2,5,0,0.7094765129336836,130
1,3,1,0,0.2764728767090679,7
0,2,5,0,1.2562279261563278,127
1,3,5,0,0.813644080213014,158
0,2,4,0,0.3143888023750774,14
1,2,5,0,1.296843525952469,156
0,1,5,0,0.9528554133860836,186
1,3,5,0,1.391367194413116,153
0,2,4,1,0.7777867407262293,16
0,3,4,0,0.32058314257056897,12
0,3,1,0,2.1882692471345733,48
1,2,2,0,0.6260779306200231,131
0,3,5,0,0.6040303155963006,95
1,3,5,0,0.8294186301272037,66
1,2,5,0,0.7880080383958342,95
1,3,2,0,0.20404812460025054,43
1,1,1,1,0.3060721869003758,17
0,3,4,1,0.7530093799442631,50
1,2,5,0,1.300338192017829,145
0,3,5,0,1.2617360709587444,133
0,1,2,0,1.7119503369836848,32
