external,year,test_1,session_3,session_4,test_2,dropout,outside_interaction,first_sessions
True,3,2,19.0,13.0,3.0,False,0.7831860889864926,112
False,1,4,51.0,53.0,3.0,False,1.95813770810837,59
False,1,1,82.0,55.0,1.0,False,2.312392225786528,160
False,1,1,28.0,7.0,2.0,False,1.96375464945294,135
False,2,5,8.0,16.0,1.0,False,0.6177613151453216,16
True,1,4,2.0,9.0,4.0,False,0.8401999940484063,105
True,3,1,40.0,28.0,1.0,False,1.0754547453097452,14
False,3,5,2.0,11.0,3.0,False,0.7998193199358958,8
True,3,3,64.0,64.0,3.0,False,2.157983741550191,99
False,2,5,3.0,44.0,3.0,False,0.8880398516588979,9
False,2,5,79.0,71.0,2.0,False,2.8943598905450503,136
True,3,5,12.0,54.0,2.0,False,0.27027853651357636,5
True,3,5,50.0,78.0,3.0,False,1.5415948171910188,71
False,2,5,81.0,18.0,2.0,False,2.530243880963902,143
True,3,4,61.0,33.0,4.0,False,2.4586565801903033,113
True,3,5,17.0,65.0,1.0,False,2.6128474713423344,57
False,3,5,7.0,42.0,4.0,False,0.73500375820871,15
True,1,1,54.0,4.0,5.0,False,1.3181262206690754,46
True,1,4,20.0,63.0,2.0,False,2.2815627374913783,67
True,1,3,32.0,2.0,1.0,True,0.12963112345437156,93
True,1,3,43.0,16.0,1.0,True,0.6701881964815242,91
False,2,5,65.0,40.0,5.0,False,1.9471214185035368,128
True,3,5,59.0,17.0,5.0,False,3.8235927408510113,99
False,3,4,18.0,77.0,4.0,False,1.224578871713912,79
False,3,5,1.0,48.0,2.0,False,0.5405570730271527,18
False,3,2,71.0,60.0,5.0,False,1.6464485798634243,141
True,2,1,34.0,30.0,2.0,False,1.200571376066508,118
False,3,2,27.0,62.0,3.0,False,0.8401999940484063,174
False,3,5,9.0,14.0,1.0,False,0.73500375820871,15
True,2,5,95.0,72.0,4.0,False,1.9347327381125536,118
True,2,4,42.0,34.0,4.0,False,2.2462042732731926,143
True,3,4,72.0,68.0,5.0,False,1.4119636937366473,96
False,3,1,70.0,37.0,3.0,False,2.1001575119537246,168
True,3,3,41.0,1.0,1.0,True,0.6701881964815242,114
False,1,5,72.0,4.0,2.0,False,3.1122115457224244,131
False,3,4,12.0,8.0,4.0,False,0.42331462996376423,18
True,2,4,8.0,43.0,3.0,False,0.7998193199358958,19
False,3,1,13.0,53.0,1.0,False,0.5115351616867663,15
True,1,1,30.0,38.0,2.0,False,2.4460503067150134,24
False,3,5,45.0,61.0,2.0,True,1.1774788076098703,118
True,3,1,18.0,48.0,2.0,False,2.4420233492409,176
True,3,5,66.0,69.0,3.0,False,1.71825347372133,46
False,1,2,31.0,48.0,4.0,False,2.774372665909362,14
False,2,5,78.0,82.0,3.0,False,2.0173363284909858,96
False,2,2,90.0,53.0,2.0,False,3.481509310479529,90
True,2,2,31.0,17.0,1.0,True,0.8826405033986346,100
True,3,3,22.0,26.0,5.0,False,0.35288212689200843,86
True,3,5,14.0,58.0,3.0,False,3.1878258039701364,85
True,1,3,37.0,40.0,2.0,False,1.406564345476384,115
False,1,1,41.0,50.0,4.0,False,2.5882877036446748,18
True,3,4,40.0,92.0,3.0,False,1.4009474041318142,160
False,2,5,8.0,55.0,5.0,False,0.48813019169095,14
False,2,2,31.0,52.0,1.0,False,2.069980802911495,15
True,3,3,54.0,68.0,2.0,False,2.1593561323363404,136
True,3,1,20.0,47.0,3.0,False,2.9510313224396736,97
True,3,2,40.0,24.0,5.0,False,1.7524571402376727,167
True,1,4,45.0,32.0,1.0,True,0.38889337036311467,68
False,2,3,89.0,36.0,2.0,False,2.2873972719202555,92
False,3,5,54.0,99.0,5.0,False,1.794085325053349,148
True,2,3,24.0,4.0,3.0,False,1.3887763168251377,98
True,3,1,3.0,49.0,4.0,False,0.8880398516588979,20
True,3,5,94.0,34.0,5.0,False,2.3414141371269146,74
False,2,2,52.0,86.0,1.0,True,1.7180358806370233,104
False,1,1,93.0,65.0,4.0,False,1.9003114785119042,35
False,3,2,21.0,35.0,4.0,False,2.8295443288178648,107
True,3,5,70.0,5.0,2.0,False,1.2713162806774425,54
True,1,1,34.0,16.0,2.0,True,0.7530093799442631,63
True,3,5,53.0,73.0,5.0,False,1.1997289799038438,171
True,3,5,99.0,58.0,4.0,False,1.8890775958227641,133
False,3,5,89.0,78.0,2.0,False,4.493563344248228,142
True,1,4,53.0,6.0,4.0,False,0.6196336289268448,121
False,3,5,9.0,24.0,3.0,False,0.5171521030313363,16
True,1,1,32.0,5.0,2.0,True,0.5185244938174862,79
True,3,4,72.0,42.0,5.0,False,1.3761700433498478,186
False,3,3,14.0,52.0,1.0,False,2.980772845313289,107
True,3,5,9.0,56.0,1.0,False,2.4890508823168394,135
True,3,5,1.0,30.0,5.0,False,0.5763507234139521,7
True,3,5,50.0,66.0,1.0,False,1.5706167285314052,100
True,3,5,56.0,45.0,3.0,False,0.6355493437965679,90
True,3,3,81.0,6.0,1.0,False,1.5760160767916684,132
True,1,2,29.0,52.0,2.0,False,4.428965375605349,5
True,3,5,67.0,75.0,2.0,False,0.5887394038049352,126
False,3,2,58.0,87.0,2.0,True,1.0230703233735325,95
False,3,2,23.0,34.0,2.0,False,3.8762372152715203,24
True,3,5,79.0,36.0,5.0,False,2.193994985021297,122
True,2,1,57.0,34.0,5.0,False,1.0410759451090859,146
True,3,4,26.0,1.0,1.0,True,0.6701881964815242,84
False,3,4,11.0,56.0,3.0,False,0.7059818468683237,9
True,2,5,55.0,31.0,3.0,False,1.1169077964411047,63
False,2,1,92.0,63.0,5.0,False,2.174616972499594,90
True,3,2,52.0,54.0,5.0,False,0.5349401316825827,22
True,3,3,79.0,88.0,3.0,False,3.9586232125656458,66
False,1,1,59.0,42.0,2.0,False,4.275929282155161,16
False,3,5,4.0,17.0,4.0,False,0.5171521030313363,19
False,2,3,19.0,22.0,3.0,False,1.9464686392506165,165
True,3,3,93.0,37.0,3.0,False,3.246087219735216,113
True,2,2,65.0,63.0,3.0,False,0.706054377896426,88
False,2,1,43.0,42.0,1.0,False,4.324111612932944,17
True,2,1,30.0,0.0,2.0,True,0.6233782564898915,61
True,3,5,12.0,98.0,4.0,False,0.73500375820871,137
False,3,1,94.0,17.0,5.0,False,0.6895361373751151,117
False,3,2,36.0,54.0,2.0,False,3.623964300493497,32
False,3,4,11.0,8.0,3.0,False,0.7059818468683237,25
True,1,5,27.0,43.0,2.0,False,1.395330462787244,111
True,3,1,96.0,47.0,4.0,False,2.1303342209959544,121
True,3,5,7.0,35.0,2.0,False,0.5295407834223195,19
False,2,4,39.0,42.0,3.0,False,0.2592622469087431,119
True,3,5,72.0,41.0,3.0,False,2.5882877036446748,115
True,3,5,65.0,77.0,3.0,False,0.9886490637728831,117
True,3,3,88.0,4.0,1.0,False,3.1461976191544605,114
True,3,1,65.0,76.0,4.0,False,1.9759257367596164,137
False,3,3,78.0,96.0,1.0,True,0.49374713303552,134
True,2,4,68.0,67.0,5.0,False,1.8712895671715177,89
True,3,2,70.0,38.0,3.0,False,0.5005188720819331,125
True,2,5,90.0,63.0,5.0,False,1.1182801872272548,149
True,1,2,40.0,39.0,3.0,False,3.0654016057307913,19
False,1,2,48.0,48.0,2.0,False,4.265130585634635,15
False,3,5,58.0,88.0,2.0,False,2.3303978475220815,98
True,3,1,62.0,74.0,4.0,False,2.2599653444503254,80
True,2,5,43.0,17.0,5.0,False,1.5872499594808085,131
False,3,2,41.0,52.0,3.0,False,2.768973317649099,35
True,2,5,40.0,73.0,2.0,False,1.5938041054429148,162
True,2,3,15.0,12.0,1.0,True,0.6949655572634905,81
False,2,1,28.0,51.0,2.0,False,2.7509676959135456,24
False,3,5,44.0,29.0,3.0,False,1.3091697663019601,159
False,1,1,40.0,50.0,2.0,False,2.7879161440021885,11
False,3,5,8.0,15.0,2.0,False,0.5405570730271527,17
True,3,3,10.0,12.0,1.0,False,1.2557854983750005,72
True,2,3,66.0,49.0,5.0,False,2.3828247288582842,162
False,3,1,54.0,30.0,2.0,True,0.824596680717862,146
True,1,5,27.0,47.0,2.0,True,0.49374713303552,98
False,1,5,89.0,81.0,1.0,False,2.782734388826232,114
False,3,2,26.0,43.0,2.0,False,4.19469808256288,40
False,3,5,13.0,56.0,4.0,False,0.7059818468683237,19
True,3,4,56.0,60.0,1.0,False,1.141685157223071,165
False,1,3,33.0,38.0,1.0,False,4.1874911573478535,71
True,1,5,98.0,21.0,4.0,False,3.4639388749125892,56
True,1,2,68.0,9.0,4.0,False,2.4888332892325327,165
False,3,1,2.0,32.0,4.0,False,0.6287776047501548,18
True,3,5,12.0,55.0,3.0,False,0.7998193199358958,18
True,2,5,73.0,18.0,3.0,False,2.4006127575095304,183
False,2,1,8.0,28.0,4.0,False,0.5115351616867663,11
False,3,3,73.0,71.0,4.0,False,2.099939918869418,162
True,3,4,46.0,82.0,4.0,False,0.8161924984010022,132
True,3,5,10.0,12.0,1.0,False,0.44671959995958055,12
False,3,2,76.0,83.0,3.0,True,0.8714066207094947,91
False,2,1,48.0,31.0,3.0,False,2.7455683476532826,24
True,1,3,21.0,39.0,3.0,True,1.059081566844639,60
False,3,1,8.0,48.0,4.0,False,0.6177613151453216,19
True,2,5,83.0,69.0,5.0,False,1.8298789754401483,66
True,3,1,8.0,26.0,2.0,False,0.6935931664773405,16
True,2,3,18.0,56.0,5.0,False,1.6878591715947937,139
True,2,5,82.0,37.0,4.0,False,2.2531936054039123,150
False,3,1,33.0,42.0,4.0,False,2.9193548444113233,7
True,1,3,55.0,8.0,1.0,True,0.8466292599275285,80
False,2,5,8.0,51.0,3.0,False,0.6935931664773405,15
True,3,5,72.0,83.0,5.0,False,1.7594464723683925,143
True,3,5,99.0,66.0,5.0,False,1.9415044771589667,117
False,3,3,78.0,99.0,2.0,True,0.7282320191622969,124
False,3,4,3.0,16.0,4.0,False,0.5405570730271527,14
False,3,4,11.0,26.0,3.0,False,0.6935931664773405,11
False,2,2,49.0,36.0,2.0,False,2.169000031155024,34
False,3,5,2.0,30.0,4.0,False,0.44671959995958055,18
False,1,1,31.0,36.0,3.0,False,3.546324872206715,31
True,1,5,24.0,6.0,2.0,False,0.9582547616463468,59
True,1,3,58.0,19.0,2.0,True,0.3528821268920085,73
False,2,2,45.0,53.0,2.0,False,2.0875512384784347,31
True,3,2,4.0,51.0,3.0,False,1.2479113106816264,22
True,1,1,15.0,48.0,1.0,False,0.5809377471396632,98
False,3,5,13.0,49.0,3.0,False,0.6411662851411379,9
True,3,1,68.0,50.0,5.0,False,1.9815426781041863,130
True,1,2,98.0,2.0,5.0,False,1.7110465485063033,97
True,3,5,72.0,76.0,5.0,False,2.264209895008746,130
False,2,1,21.0,32.0,1.0,False,3.7835545399057917,26
False,2,1,28.0,35.0,1.0,False,2.3882240771185472,25
False,3,5,13.0,42.0,3.0,False,0.4523365413041506,17
False,3,1,13.0,17.0,5.0,False,0.5295407834223195,11
True,3,3,77.0,58.0,4.0,False,1.1817233581682904,170
False,3,5,8.0,32.0,1.0,False,0.8232242899317121,20
True,3,5,13.0,19.0,5.0,False,0.6177613151453216,9
False,3,1,62.0,92.0,4.0,False,1.2893219024129956,115
False,3,5,5.0,40.0,4.0,False,0.6701881964815242,17
False,3,2,31.0,15.0,4.0,False,1.1216398822230202,100
False,3,4,83.0,5.0,5.0,False,1.4051919546902343,132
True,3,5,28.0,12.0,1.0,True,0.5405570730271527,77
True,3,1,80.0,51.0,5.0,False,2.4946678236614095,171
False,3,5,2.0,33.0,3.0,False,0.44671959995958055,14
True,2,1,13.0,38.0,2.0,False,0.6121443738007516,78
False,1,2,44.0,78.0,5.0,False,2.9641396143638863,58
False,2,2,56.0,36.0,2.0,False,3.076200302251318,21
False,2,4,58.0,78.0,3.0,True,1.8589008867805346,97
True,2,4,46.0,56.0,5.0,False,1.2245063406858099,152
True,2,2,40.0,33.0,1.0,True,0.9294504433902673,58
False,3,5,83.0,83.0,2.0,True,1.2823325702822759,134
False,3,4,8.0,14.0,5.0,False,0.7115987882128937,8
False,3,5,9.0,21.0,5.0,False,0.44671959995958055,17
True,3,1,60.0,45.0,4.0,False,2.022953269835556,90
False,3,5,82.0,92.0,5.0,False,3.1988420935749695,147
False,2,5,54.0,91.0,2.0,True,1.1527014468279042,110
True,1,2,51.0,31.0,2.0,False,3.193442745314706,19
True,1,4,55.0,1.0,2.0,True,0.3528821268920085,105
True,3,4,56.0,42.0,5.0,False,1.3471481320094616,164
False,2,5,47.0,11.0,4.0,False,2.0821518902181717,188
True,2,4,59.0,10.0,1.0,True,0.6701881964815242,82
False,3,2,62.0,45.0,3.0,False,1.8685447855992179,80
True,3,5,69.0,67.0,4.0,False,1.4821786037240963,153
True,2,2,14.0,21.0,1.0,True,0.5653344338091189,86
True,1,2,64.0,2.0,3.0,False,1.5305785275861856,57
False,3,5,4.0,26.0,2.0,False,0.5295407834223195,8
True,2,2,69.0,24.0,4.0,False,1.9772981275457662,90
True,2,3,86.0,96.0,2.0,False,2.7188560317165824,154
False,3,3,37.0,7.0,1.0,True,1.4339962729463138,118
True,1,2,71.0,94.0,3.0,False,0.7237698755195701,60
True,2,5,52.0,37.0,5.0,False,1.9579201150240633,151
True,3,5,74.0,20.0,3.0,False,1.6766252889056537,107
False,3,4,6.0,44.0,3.0,False,0.73500375820871,5
False,2,1,32.0,35.0,2.0,False,3.4889338287788623,25
True,1,4,54.0,43.0,3.0,False,2.029725008881969,86
False,3,1,12.0,44.0,5.0,False,0.5171521030313363,14
False,1,2,62.0,34.0,1.0,True,1.199511386819537,134
False,2,2,25.0,39.0,3.0,False,2.9994312463017625,32
True,2,5,80.0,22.0,3.0,False,2.830481533435401,60
False,2,1,31.0,63.0,1.0,True,2.3414141371269146,163
True,1,2,25.0,39.0,1.0,True,0.38889337036311467,89
False,3,5,3.0,57.0,4.0,False,0.5171521030313363,5
False,2,1,47.0,81.0,2.0,False,2.0506027903897923,108
True,2,2,22.0,51.0,1.0,False,2.057592122520512,27
True,2,5,20.0,98.0,5.0,False,0.8232242899317121,140
True,2,5,57.0,6.0,1.0,True,0.12963112345437156,83
False,1,1,33.0,46.0,2.0,False,1.887922798120921,8
False,2,1,27.0,44.0,4.0,False,2.7539300705701524,28
True,1,1,71.0,13.0,4.0,False,0.900428532049881,37
False,2,4,4.0,8.0,5.0,False,0.6177613151453216,6
False,2,5,80.0,73.0,4.0,False,2.333052414210045,82
True,3,5,99.0,60.0,3.0,False,2.45325723193004,109
True,1,5,76.0,48.0,5.0,False,2.8595034447757874,93
True,3,5,81.0,24.0,3.0,False,2.364819107122731,100
True,2,2,25.0,99.0,1.0,False,1.0010377441638663,77
True,3,2,38.0,22.0,1.0,True,0.49374713303552,89
True,3,1,52.0,24.0,3.0,False,2.0587469202223554,99
True,1,5,32.0,56.0,1.0,False,1.3347169922184883,166
True,1,1,85.0,74.0,5.0,False,2.0643638615669255,75
True,2,3,27.0,24.0,1.0,True,0.8466292599275285,93
True,2,1,78.0,70.0,5.0,False,1.5181898471952027,117
False,3,4,4.0,38.0,2.0,False,0.7115987882128937,19
True,3,4,50.0,74.0,4.0,False,2.2711992271394656,69
True,3,5,82.0,48.0,1.0,False,1.1650901272188874,88
True,2,3,40.0,10.0,1.0,True,0.0,93
True,1,5,67.0,62.0,5.0,False,1.1941120385592736,112
True,3,4,60.0,61.0,3.0,False,1.0277298781273458,107
True,1,2,9.0,49.0,1.0,True,0.6949655572634905,76
False,3,2,25.0,33.0,4.0,False,3.494115583954819,31
True,2,1,67.0,44.0,1.0,False,2.1703724219411735,131
True,1,1,82.0,4.0,1.0,False,0.6913659917566483,62
True,2,4,82.0,66.0,1.0,False,3.0123219451416685,125
True,2,2,81.0,88.0,5.0,False,1.977515720630073,156
False,1,1,34.0,39.0,4.0,False,3.612948010888664,18
False,3,4,26.0,63.0,3.0,False,1.8901075134416232,101
True,1,5,51.0,43.0,2.0,False,1.0892582758868683,121
False,2,1,8.0,40.0,2.0,False,0.27027853651357636,8
False,3,5,4.0,23.0,2.0,False,0.48813019169095,15
True,3,3,92.0,33.0,2.0,False,2.2063836654122797,130
True,2,4,58.0,19.0,3.0,False,0.7777867407262294,82
False,2,5,12.0,23.0,4.0,False,0.5529457534181358,24
False,2,2,35.0,35.0,2.0,False,2.399240366723381,33
True,3,4,95.0,24.0,1.0,False,1.9649094471547832,113
True,2,1,4.0,37.0,1.0,True,0.3641160095811484,79
False,2,4,11.0,31.0,3.0,False,0.5115351616867663,12
True,1,2,71.0,7.0,3.0,False,1.1381581227443311,132
False,3,5,12.0,39.0,4.0,False,0.48813019169095,11
False,2,5,59.0,67.0,2.0,True,0.3528821268920085,102
True,3,1,85.0,73.0,4.0,False,2.229788635408096,115
True,1,2,64.0,33.0,3.0,False,1.6934761129393636,131
True,3,5,56.0,65.0,3.0,False,0.9942660051174531,107
False,1,2,31.0,84.0,2.0,False,1.9415044771589667,141
False,1,1,52.0,45.0,2.0,False,3.4414711095343096,31
False,1,2,49.0,90.0,1.0,False,2.6238637609471676,163
False,2,4,13.0,23.0,2.0,False,0.3999096599679479,17
True,2,4,60.0,71.0,3.0,False,2.028570211180126,71
True,1,4,33.0,34.0,3.0,True,0.5405570730271527,82
True,3,5,52.0,25.0,5.0,False,1.8699171763853681,100
True,1,5,71.0,96.0,3.0,False,2.218772345803263,146
True,3,5,87.0,64.0,4.0,False,1.4713799072035698,106
True,3,4,82.0,43.0,5.0,False,2.3538028175178978,111
True,2,5,20.0,16.0,3.0,False,0.1530360934501879,75
True,2,1,51.0,36.0,3.0,False,4.194480489478573,18
False,2,5,1.0,8.0,1.0,False,0.5763507234139521,11
True,1,5,54.0,93.0,3.0,False,1.795240122755192,138
True,1,4,68.0,40.0,1.0,False,0.8476892491744996,52
False,1,5,48.0,46.0,5.0,True,0.6121443738007516,142
False,2,1,2.0,41.0,3.0,False,0.44671959995958055,11
False,3,1,6.0,37.0,2.0,False,0.6935931664773405,15
True,1,1,26.0,41.0,2.0,False,3.471145800127616,41
False,1,1,25.0,40.0,1.0,False,2.7935330853467586,21
True,2,4,12.0,48.0,5.0,False,0.6287776047501548,10
False,3,1,43.0,53.0,2.0,False,2.8047669680358984,32
True,1,5,59.0,13.0,1.0,True,0.12963112345437156,102
True,1,5,11.0,79.0,2.0,False,1.3035103655573999,45
False,1,3,39.0,96.0,1.0,False,2.6882441365057397,102
True,3,1,77.0,42.0,1.0,False,2.5000671719216725,122
True,3,1,95.0,49.0,2.0,False,1.788468383708779,114
True,3,5,51.0,60.0,3.0,False,0.7777867407262294,36
False,2,1,40.0,32.0,2.0,False,1.316971422967232,41
False,3,2,55.0,54.0,3.0,False,4.070248714284464,104
True,1,1,30.0,40.0,1.0,False,4.335345495622084,27
True,2,1,27.0,44.0,4.0,False,0.6361518694481557,142
True,1,2,11.0,67.0,1.0,False,3.1338089387634773,123
True,2,5,81.0,18.0,4.0,False,1.4409856050770338,120
False,3,5,68.0,30.0,3.0,False,1.3181987516971774,42
True,1,5,76.0,47.0,5.0,False,1.7402860529309963,132
True,3,2,50.0,44.0,4.0,False,1.635432290258591,136
False,2,4,8.0,55.0,4.0,False,0.8232242899317121,16
True,1,5,35.0,22.0,1.0,True,0.7169981364731569,88
True,3,2,80.0,32.0,5.0,False,1.788468383708779,150
False,2,5,75.0,87.0,5.0,True,1.1527014468279042,134
False,1,2,54.0,46.0,3.0,False,1.798329875611769,28
False,1,2,16.0,38.0,4.0,False,3.2872802183822785,73
True,3,1,50.0,33.0,4.0,False,1.95813770810837,136
True,2,5,10.0,21.0,3.0,False,0.6467832264857079,20
True,2,5,53.0,32.0,5.0,False,1.725025212767743,156
