external,year,test_1,dropout,outside_interaction,first_sessions
True,3,5,False,1.026673785981046,166
False,1,2,False,1.5877185617895766,15
True,3,4,False,0.40891247083572446,99
False,2,2,False,1.7120591335258382,24
False,1,2,False,2.0007030975415825,31
True,2,5,False,0.6356581403387213,108
False,2,5,False,0.44401992582944894,8
False,1,2,False,1.9201129859002073,23
False,3,1,False,0.21165731498188212,25
True,2,1,False,1.4354774602746172,105
True,2,2,False,1.5947078939202965,8
False,3,5,False,0.35579939410644684,20
True,3,2,True,0.6233782564898915,20
False,3,2,False,0.0,104
False,3,5,False,0.25576758084338314,12
False,3,5,False,0.6907846958050556,67
True,3,1,False,0.3233916132428539,19
True,1,1,False,1.0645897116470555,37
True,1,3,False,1.0672893857771872,146
False,1,2,False,0.9762603833819,141
True,2,2,False,0.6673584961092441,100
False,2,1,True,0.3528821268920085,24
True,3,3,False,0.9231473066526223,98
True,1,2,False,0.8679119546441347,129
True,3,5,False,1.0086681642454929,84
True,2,2,False,0.27027853651357636,103
False,1,1,False,1.3622364865305763,69
True,3,2,False,0.0,145
True,3,2,False,0.5221240593243284,113
False,3,1,False,1.9829150688903363,14
True,3,2,False,0.3915930444932463,112
False,1,4,False,0.979068854054185,59
False,1,1,False,1.156196112893264,160
False,1,1,False,0.98187732472647,135
False,2,5,False,0.3088806575726608,16
True,1,4,False,0.42009999702420314,105
True,3,1,False,0.5377273726548726,14
False,3,5,False,0.3999096599679479,8
True,3,3,False,1.0789918707750954,99
False,2,5,False,0.44401992582944894,9
False,2,5,False,1.4471799452725251,136
True,3,5,False,0.13513926825678818,5
True,3,5,False,0.7707974085955094,71
False,2,5,False,1.265121940481951,143
True,1,1,True,0.2592622469087431,21
True,3,4,False,1.2293282900951517,113
True,3,5,False,1.3064237356711672,57
False,3,5,False,0.367501879104355,15
True,1,1,False,0.6590631103345377,46
True,1,4,False,1.1407813687456891,67
True,1,3,False,0.06481556172718578,93
True,1,3,False,0.3350940982407621,91
False,2,5,False,0.9735607092517684,128
True,3,5,False,1.9117963704255057,99
False,3,4,False,0.612289435856956,79
False,3,5,False,0.27027853651357636,18
False,3,2,False,0.8232242899317121,141
True,2,1,False,0.600285688033254,118
False,3,2,False,0.42009999702420314,174
False,3,5,False,0.367501879104355,15
True,2,5,False,0.9673663690562768,118
True,2,4,False,1.1231021366365963,143
True,3,4,False,0.7059818468683237,96
False,3,1,False,1.0500787559768623,168
True,3,3,False,0.3350940982407621,114
False,1,5,False,1.5561057728612122,131
False,3,4,False,0.21165731498188212,18
True,2,4,False,0.3999096599679479,19
False,3,1,False,0.25576758084338314,15
True,1,1,False,1.2230251533575067,24
False,3,5,False,0.5887394038049352,118
True,3,1,False,1.22101167462045,176
True,3,5,False,0.859126736860665,46
False,1,2,False,1.387186332954681,14
False,2,5,False,1.0086681642454929,96
False,2,2,False,1.7407546552397646,90
True,2,2,False,0.4413202516993173,100
True,3,3,False,0.17644106344600421,86
True,3,5,False,1.5939129019850682,85
True,1,3,False,0.703282172738192,115
False,1,1,False,1.2941438518223374,18
True,3,4,False,0.7004737020659071,160
False,2,5,False,0.244065095845475,14
False,2,2,False,1.0349904014557476,15
True,3,3,False,1.0796780661681702,136
True,2,2,True,0.6233782564898915,18
True,3,1,False,1.4755156612198368,97
True,1,3,True,0.38889337036311467,56
True,3,2,False,0.8762285701188364,167
True,1,4,False,0.19444668518155733,68
False,2,3,False,1.1436986359601278,92
False,3,5,False,0.8970426625266745,148
True,2,3,False,0.6943881584125688,98
True,3,1,False,0.44401992582944894,20
True,3,5,False,1.1707070685634573,74
False,2,2,False,0.8590179403185116,104
False,1,1,False,0.9501557392559521,35
False,3,2,False,1.4147721644089324,107
True,3,5,False,0.6356581403387213,54
True,1,1,False,0.37650468997213155,63
True,3,5,False,0.5998644899519219,171
True,3,5,False,0.9445387979113821,133
False,3,5,False,2.246781672124114,142
True,1,4,False,0.3098168144634224,121
False,3,5,False,0.25857605151566815,16
True,1,1,False,0.2592622469087431,79
True,3,4,False,0.6880850216749239,186
True,1,2,True,0.3641160095811484,20
False,3,3,False,1.4903864226566446,107
True,3,5,False,1.2445254411584197,135
True,3,5,False,0.28817536170697605,7
True,3,5,False,0.7853083642657026,100
True,3,5,False,0.31777467189828396,90
False,3,1,True,0.3060721869003758,48
True,3,3,False,0.7880080383958342,132
True,1,2,False,2.2144826878026747,5
True,3,5,False,0.2943697019024676,126
False,3,2,False,0.5115351616867663,95
False,3,2,False,1.9381186076357602,24
True,3,5,False,1.0969974925106485,122
True,2,1,False,0.5205379725545429,146
True,3,4,False,0.3350940982407621,84
False,3,4,False,0.35299092343416183,9
True,2,5,False,0.5584538982205524,63
False,2,1,False,1.087308486249797,90
True,3,2,False,0.26747006584129135,22
True,3,3,False,1.9793116062828229,66
False,1,1,False,2.1379646410775806,16
False,3,5,False,0.25857605151566815,19
False,2,3,False,0.9732343196253083,165
True,3,3,False,1.623043609867608,113
True,2,2,False,0.353027188948213,88
False,2,1,False,2.162055806466472,17
True,2,1,False,0.31168912824494577,61
True,3,5,False,0.367501879104355,137
False,3,1,False,0.34476806868755755,117
False,3,2,False,1.8119821502467486,32
False,3,4,False,0.35299092343416183,25
True,1,5,False,0.697665231393622,111
True,3,1,False,1.0651671104979772,121
True,3,5,False,0.26477039171115974,19
False,2,4,False,0.12963112345437156,119
True,3,5,False,1.2941438518223374,115
True,1,2,True,0.3641160095811484,61
True,3,5,False,0.49432453188644154,117
False,2,4,True,0.7417754972551232,24
False,3,1,True,0.6701881964815242,25
True,3,3,False,1.5730988095772303,114
True,3,1,False,0.9879628683798082,137
False,3,3,False,0.24687356651776,134
True,2,4,False,0.9356447835857589,89
True,3,2,False,0.25025943604096657,125
True,2,5,False,0.5591400936136274,149
True,1,2,False,1.5327008028653957,19
False,1,2,False,2.1325652928173175,15
False,3,5,False,1.1651989237610407,98
True,3,1,False,1.1299826722251627,80
True,2,5,False,0.7936249797404042,131
False,3,2,False,1.3844866588245495,35
True,2,5,False,0.7969020527214574,162
True,2,3,False,0.34748277863174526,81
False,2,1,False,1.3754838479567728,24
False,3,5,False,0.6545848831509801,159
False,1,1,False,1.3939580720010942,11
False,3,5,False,0.27027853651357636,17
True,3,3,False,0.6278927491875003,72
True,1,2,True,0.5653344338091189,31
True,2,3,False,1.1914123644291421,162
False,3,1,False,0.412298340358931,146
True,1,5,False,0.24687356651776,98
False,1,5,False,1.391367194413116,114
False,3,2,False,2.09734904128144,40
False,3,5,False,0.35299092343416183,19
True,3,4,False,0.5708425786115355,165
False,1,3,False,2.0937455786739267,71
True,1,5,False,1.7319694374562946,56
True,1,2,False,1.2444166446162663,165
False,3,1,False,0.3143888023750774,18
True,3,5,False,0.3999096599679479,18
True,2,5,False,1.2003063787547652,183
False,2,1,False,0.25576758084338314,11
False,3,3,False,1.049969959434709,162
True,3,4,False,0.4080962492005011,132
True,3,5,False,0.22335979997979027,12
False,3,2,False,0.43570331035474735,91
False,2,1,False,1.3727841738266413,24
True,1,3,False,0.5295407834223195,60
False,3,1,False,0.3088806575726608,19
True,2,5,False,0.9149394877200742,66
False,2,4,True,0.6481556172718578,17
True,3,2,True,0.6949655572634905,24
True,1,2,True,0.9294504433902673,36
True,3,1,False,0.34679658323867024,16
True,2,3,False,0.8439295857973969,139
False,3,1,True,1.4947848771993861,20
True,2,1,True,0.6233782564898915,8
True,2,5,False,1.1265968027019562,150
False,3,1,False,1.4596774222056617,7
True,1,3,False,0.42331462996376423,80
False,2,5,False,0.34679658323867024,15
True,3,5,False,0.8797232361841962,143
True,3,5,False,0.9707522385794833,117
False,3,3,False,0.3641160095811484,124
False,3,4,False,0.27027853651357636,14
False,3,4,False,0.34679658323867024,11
False,2,2,False,1.084500015577512,34
False,3,5,False,0.22335979997979027,18
False,1,1,False,1.7731624361033576,31
True,1,5,False,0.4791273808231734,59
True,1,3,False,0.17644106344600424,73
False,2,2,False,1.0437756192392174,31
True,3,2,False,0.6239556553408132,22
True,1,1,False,0.2904688735698316,98
False,3,5,False,0.32058314257056897,9
True,3,1,False,0.9907713390520931,130
True,1,2,False,0.8555232742531517,97
True,3,5,False,1.132104947504373,130
False,2,1,False,1.8917772699528959,26
False,2,1,False,1.1941120385592736,25
False,3,5,False,0.2261682706520753,17
False,3,1,False,0.26477039171115974,11
True,3,3,False,0.5908616790841452,170
False,3,5,False,0.4116121449658561,20
True,3,5,False,0.3088806575726608,9
False,3,1,False,0.6446609512064978,115
False,3,5,False,0.3350940982407621,17
False,3,2,False,0.5608199411115101,100
False,3,4,False,0.7025959773451171,132
True,3,5,False,0.27027853651357636,77
True,3,1,False,1.2473339118307047,171
True,1,2,True,0.12963112345437156,21
False,3,5,False,0.22335979997979027,14
True,2,1,False,0.3060721869003758,78
True,1,1,True,0.3060721869003758,55
False,1,2,False,1.4820698071819431,58
False,2,2,False,1.538100151125659,21
False,2,4,False,0.9294504433902673,97
True,2,4,False,0.6122531703429049,152
True,2,2,False,0.46472522169513364,58
False,3,5,False,0.6411662851411379,134
False,3,4,False,0.35579939410644684,8
False,3,5,False,0.22335979997979027,17
True,3,1,False,1.011476634917778,90
False,3,5,False,1.5994210467874848,147
False,2,5,False,0.5763507234139521,110
True,1,2,True,0.2592622469087431,16
True,1,2,False,1.596721372657353,19
False,3,4,True,0.9762603833819,40
True,1,4,False,0.17644106344600424,105
True,3,4,False,0.6735740660047308,164
False,2,5,False,1.0410759451090859,188
True,2,4,False,0.3350940982407621,82
False,3,2,False,0.9342723927996089,80
True,3,5,False,0.7410893018620481,153
True,2,2,False,0.2826672169045594,86
True,1,2,False,0.7652892637930928,57
False,3,5,False,0.26477039171115974,8
True,2,2,False,0.9886490637728831,90
True,2,3,False,1.3594280158582912,154
False,3,3,False,0.7169981364731569,118
True,1,2,False,0.36188493775978503,60
True,2,5,False,0.9789600575120316,151
True,3,5,False,0.8383126444528268,107
False,3,4,False,0.367501879104355,5
False,2,1,False,1.7444669143894311,25
True,1,4,False,1.0148625044409845,86
False,3,1,False,0.25857605151566815,14
False,1,2,False,0.5997556934097685,134
False,2,2,False,1.4997156231508812,32
True,2,5,False,1.4152407667177005,60
False,2,1,False,1.1707070685634573,163
True,1,2,False,0.19444668518155733,89
False,3,5,False,0.25857605151566815,5
False,2,1,False,1.0253013951948962,108
True,1,1,True,0.12963112345437156,6
True,2,2,False,1.028796061260256,27
True,2,5,False,0.4116121449658561,140
True,1,4,True,0.9294504433902673,47
True,2,5,False,0.06481556172718578,83
False,1,1,False,0.9439613990604605,8
False,2,1,False,1.3769650352850762,28
True,1,1,False,0.4502142660249405,37
False,2,4,False,0.3088806575726608,6
False,2,5,False,1.1665262071050224,82
False,3,4,True,1.1419027503073778,18
True,3,5,False,1.22662861596502,109
True,1,5,False,1.4297517223878937,93
True,3,5,False,1.1824095535613655,100
True,2,2,False,0.5005188720819331,77
True,3,2,False,0.24687356651776,89
True,3,1,False,1.0293734601111777,99
True,1,5,False,0.6673584961092441,166
True,1,1,False,1.0321819307834628,75
True,2,3,False,0.42331462996376423,93
True,2,1,False,0.7590949235976013,117
False,3,4,False,0.35579939410644684,19
True,3,4,False,1.1355996135697328,69
True,3,5,False,0.5825450636094437,88
True,2,3,False,0.0,93
True,1,5,False,0.5970560192796368,112
True,3,4,False,0.5138649390636729,107
True,1,2,False,0.34748277863174526,76
False,3,1,True,0.6949655572634905,62
False,3,2,False,1.7470577919774095,31
True,2,1,False,1.0851862109705868,131
True,1,1,False,0.34568299587832413,62
True,2,1,True,0.49374713303552,13
True,2,4,False,1.5061609725708343,125
True,2,2,False,0.9887578603150365,156
False,1,1,False,1.806474005444332,18
False,3,4,False,0.9450537567208116,101
True,1,5,False,0.5446291379434341,121
False,2,1,False,0.13513926825678818,8
False,3,5,False,0.244065095845475,15
True,3,3,False,1.1031918327061399,130
True,2,4,False,0.3888933703631147,82
False,2,5,False,0.2764728767090679,24
False,2,2,False,1.1996201833616904,33
True,3,4,False,0.9824547235773916,113
True,2,1,False,0.1820580047905742,79
False,2,4,False,0.25576758084338314,12
True,1,2,False,0.5690790613721656,132
False,3,5,False,0.244065095845475,11
False,2,5,False,0.17644106344600424,102
True,3,1,False,1.114894317704048,115
True,1,2,False,0.8467380564696818,131
True,3,3,True,0.38889337036311467,14
True,1,1,True,0.9294504433902673,26
True,3,5,False,0.49713300255872656,107
False,1,2,False,0.9707522385794833,141
False,1,1,False,1.7207355547671548,31
False,1,2,False,1.3119318804735838,163
False,2,4,False,0.19995482998397396,17
True,2,1,True,0.9294504433902673,16
True,2,4,False,1.014285105590063,71
True,1,4,False,0.27027853651357636,82
True,3,5,False,0.9349585881926841,100
True,1,5,False,1.1093861729016314,146
True,1,2,True,0.0,9
True,3,5,False,0.7356899536017849,106
True,3,4,False,1.1769014087589489,111
True,2,5,False,0.07651804672509395,75
True,2,1,False,2.0972402447392864,18
False,2,5,False,0.28817536170697605,11
True,1,4,True,0.5405570730271527,34
True,1,5,False,0.897620061377596,138
True,1,4,False,0.4238446245872498,52
True,1,2,True,0.3641160095811484,24
False,1,5,False,0.3060721869003758,142
False,2,1,False,0.22335979997979027,11
False,3,1,False,0.34679658323867024,15
True,1,1,False,1.735572900063808,41
False,1,1,False,1.3967665426733793,21
True,2,4,False,0.3143888023750774,10
False,3,1,False,1.4023834840179492,32
True,1,5,False,0.06481556172718578,102
True,1,5,False,0.6517551827786999,45
False,3,1,True,0.7530093799442631,31
False,1,3,False,1.3441220682528698,102
True,3,1,False,1.2500335859608362,122
True,3,2,True,0.3528821268920085,67
True,3,1,False,0.8942341918543895,114
True,3,5,False,0.3888933703631147,36
False,2,1,False,0.658485711483616,41
False,3,2,False,2.035124357142232,104
True,1,1,False,2.167672747811042,27
True,2,1,False,0.31807593472407786,142
True,1,2,False,1.5669044693817387,123
True,2,5,False,0.7204928025385169,120
False,3,5,False,0.6590993758485887,42
True,1,5,False,0.8701430264654981,132
True,3,2,False,0.8177161451292955,136
False,2,4,False,0.4116121449658561,16
True,1,5,False,0.35849906823657846,88
True,3,2,False,0.8942341918543895,150
False,2,5,False,0.5763507234139521,134
False,1,2,False,0.8991649378058845,28
False,1,2,False,1.6436401091911392,73
True,3,1,False,0.979068854054185,136
True,2,5,False,0.3233916132428539,20
True,2,5,False,0.8625126063838715,156
True,3,4,False,0.16754704912038104,14
False,2,3,False,1.2353050372063363,141
False,2,4,False,0.9651352972349134,136
True,2,3,False,0.1530360934501879,116
True,3,2,False,0.043210374484790516,121
True,2,2,False,0.27027853651357636,78
True,2,2,False,0.8466292599275285,37
True,3,4,False,1.09969716664078,123
True,3,5,False,0.9617494277117069,95
True,2,4,False,1.0382674744368008,134
True,1,1,True,0.48251325034638004,31
True,3,4,False,1.45527896766292,49
False,2,1,False,0.25857605151566815,17
True,1,1,False,1.9615235776315765,31
True,1,1,True,0.2592622469087431,19
True,1,4,False,1.179709879431234,94
False,3,1,False,0.3350940982407621,18
True,2,3,False,0.6266553294709447,149
True,3,4,False,0.6158890013637982,79
False,3,4,False,1.0672893857771872,123
True,1,3,False,0.7967932561793041,108
False,1,1,False,0.8405437162741902,20
True,3,2,False,1.2410307750930598,107
True,2,2,False,0.8907395257890295,16
True,1,1,True,0.5405570730271527,17
True,3,5,False,0.8383126444528268,128
True,1,1,False,1.8525977500428898,27
True,1,1,False,0.8701430264654981,41
False,3,5,False,1.5000754289174962,125
True,3,4,False,0.6880850216749239,84
True,3,1,False,0.8149076744570105,80
True,3,5,False,1.138876686550786,80
False,2,4,True,1.2602999910726094,36
False,2,4,False,1.4322003872935638,94
True,2,1,False,1.0299508589620991,158
True,3,1,False,0.3962375634330035,150
True,2,1,False,2.032642276096407,37
False,3,1,False,0.741005632120561,99
True,3,2,False,0.12963112345437156,103
True,3,4,False,0.5529457534181358,74
True,3,1,False,0.732195287536425,92
True,2,5,False,0.8122080003268789,158
True,2,4,False,0.3350940982407621,107
True,2,3,False,1.22662861596502,158
False,1,3,False,1.8826656625429659,172
True,2,1,False,0.18844481126970627,53
False,3,5,False,0.48813019169095,100
False,3,1,True,1.2715338737617494,32
True,1,3,False,0.24125662517319002,80
False,1,2,False,1.0667119869262656,30
True,3,3,False,1.0969974925106485,129
True,3,4,False,1.1204024625064648,91
True,3,5,False,0.47372803256291024,128
True,1,2,False,0.42331462996376423,86
True,1,5,False,0.08822053172300212,83
True,3,2,True,0.43570331035474735,41
True,3,5,False,0.5929414949633652,76
False,2,5,False,1.0746848801751832,100
False,3,3,False,1.4084690276712875,118
True,2,4,False,1.0858724063636618,117
True,3,5,False,0.9349585881926841,147
True,1,5,False,0.9149394877200742,73
True,3,5,False,0.811521804933804,107
False,2,4,False,0.7757281545470045,85
True,1,4,False,0.6501690960089145,151
True,3,5,False,0.2160518724239526,31
False,3,5,False,1.117702788376333,149
True,2,3,False,0.6590631103345377,89
False,3,5,False,0.2764728767090679,13
False,3,5,False,0.16754704912038104,17
True,2,2,False,0.1530360934501879,96
False,3,1,True,1.3651537537450147,36
True,1,5,False,1.09757489136157,147
True,3,3,True,0.6233782564898915,19
True,1,2,False,0.35849906823657846,80
True,3,1,False,0.21165731498188212,15
True,3,5,False,0.16754704912038104,5
True,2,3,False,1.0706752553003938,152
False,2,5,False,1.511995506999711,50
True,2,5,False,1.314849147688022,115
False,2,1,False,1.9918090832159594,43
True,3,2,False,0.5294682523942172,139
True,3,4,False,0.8439295857973969,105
False,3,5,False,0.25857605151566815,18
True,1,1,False,0.38063425010245927,98
False,3,5,False,0.1530360934501879,136
True,3,1,False,1.0858724063636618,135
False,1,2,False,2.2090833395424117,11
True,1,2,False,0.7590949235976013,104
False,3,4,False,0.27027853651357636,24
False,1,1,False,1.6410492316031609,20
True,3,5,False,0.5473288120735658,119
True,1,5,False,0.7915027044611942,59
False,2,3,False,1.4560739595981484,154
True,3,5,False,0.4116121449658561,21
True,3,2,False,1.0672893857771872,123
True,3,5,False,0.6735740660047308,56
False,2,1,False,1.3265516326859303,110
False,1,1,False,1.6525341235167623,26
True,3,3,False,0.932150117520399,129
True,3,4,False,1.1590045835655491,113
True,1,5,False,0.6880850216749239,116
True,3,1,False,1.2059233200993353,70
True,1,3,False,1.9310204789628873,146
True,1,5,False,0.0,103
False,1,3,False,0.5674567090883289,76
True,3,4,False,1.0465840899115024,142
False,2,5,False,0.26477039171115974,2
False,1,5,False,1.1238971285718247,137
True,3,5,False,0.4413202516993173,58
True,1,5,False,1.4113862948857259,73
True,3,3,False,1.1327911428974478,117
True,3,2,False,0.9611720288607852,31
True,3,1,False,0.06481556172718578,142
True,1,4,False,0.8653210770561565,116
True,2,4,False,1.156196112893264,112
False,3,4,False,0.37650468997213155,90
True,3,4,False,0.17644106344600424,77
False,3,1,False,0.35299092343416183,9
False,3,1,False,1.7731624361033576,11
True,3,3,False,0.9438526025183072,74
False,3,1,False,0.3088806575726608,13
True,2,4,False,1.057709176058489,67
True,3,3,False,0.23165518575449684,66
False,1,1,False,1.3795559128730543,30
True,2,2,False,1.1377218888489429,28
True,2,1,False,0.2764728767090679,7
True,3,2,False,0.45921707689271707,73
True,3,4,False,1.4030696794110242,139
True,3,5,False,0.7500921127298248,89
True,2,3,False,1.760882552254528,52
True,1,1,False,2.182074906939082,31
False,3,5,False,0.4073263840659389,175
False,2,2,False,1.8945857406251807,24
False,3,5,False,0.367501879104355,13
True,3,2,False,0.2233960654938414,145
True,2,4,False,1.1443848313532028,50
True,1,5,False,0.9403579364529473,26
True,2,4,False,1.1294052733742412,81
False,2,2,False,1.3079686120994556,21
True,2,2,False,1.438285930946902,37
True,1,3,False,1.3223707712274952,132
True,3,5,False,0.6707655953324458,132
False,2,5,False,0.27027853651357636,8
True,2,2,False,1.4725983940053982,82
True,2,2,False,0.7589861270554479,172
True,1,3,True,0.7998193199358958,33
True,1,5,False,1.2638583462379545,39
False,2,2,False,0.9211338279155658,137
True,3,5,False,1.1086999775085566,65
True,2,2,False,0.3098168144634224,38
False,2,5,False,0.3999096599679479,107
True,2,2,False,1.3816781881522644,102
False,3,2,False,1.6794337595779387,32
True,2,5,False,1.8028705428368186,98
True,3,5,False,0.7467062432066182,100
True,2,1,False,1.491181414591873,51
False,3,1,False,0.25576758084338314,14
False,3,3,False,1.2174082120129366,76
False,3,1,False,1.0031600194430763,149
False,2,1,False,0.5529457534181358,165
False,2,5,False,0.7203840059963634,179
True,2,5,False,0.34679658323867024,15
True,3,3,False,0.9438526025183072,129
False,1,2,False,1.4616909009427184,27
True,2,1,False,1.885800522841711,45
True,3,4,False,1.1914123644291421,93
True,2,2,False,0.9528554133860836,150
False,3,5,False,0.32058314257056897,17
False,3,5,False,0.26477039171115974,21
False,2,2,False,1.820876164572372,35
True,3,4,False,0.9121310170477892,103
False,1,4,False,1.2079367988363918,150
False,2,1,False,1.6257432839977395,16
True,2,2,False,0.42009999702420314,103
False,1,2,False,1.5968301691995066,12
True,3,3,False,0.9211338279155658,148
True,2,1,False,1.4320915907514105,33
False,2,4,False,1.511995506999711,43
False,1,2,False,1.7091418663114,28
True,3,3,False,0.0,96
True,3,3,False,1.0824865368404553,121
True,3,4,False,0.5757733245630305,65
True,1,1,False,0.5902842802332237,92
True,2,3,True,0.6233782564898915,84
True,3,2,False,0.37920436410226316,45
False,3,1,False,0.34679658323867024,9
False,3,5,False,0.35299092343416183,22
True,3,2,False,1.1735155392357424,125
False,3,5,False,0.25857605151566815,23
False,2,1,False,2.0730402828082415,88
False,1,1,False,1.7526747333219794,37
True,1,3,False,0.4178064851613476,163
False,1,1,False,1.6174266685230378,19
True,2,3,False,0.17644106344600424,100
False,2,3,False,0.7859945596587776,131
True,3,2,False,0.4116121449658561,83
True,3,4,False,0.5536319488112107,56
False,2,2,False,1.608641450739568,9
True,3,5,False,0.7731271859724161,52
False,2,5,False,0.13513926825678818,20
False,2,1,False,1.614618197850753,19
False,1,2,False,1.1348046216345045,159
True,2,4,False,1.167103605955944,120
False,3,5,False,1.3677446313329928,63
True,1,2,False,0.1530360934501879,169
False,1,5,False,0.7086815209984553,143
True,1,5,False,0.5467514132226442,166
True,2,3,False,0.776991748791001,42
True,1,4,False,0.37650468997213155,83
True,2,4,False,1.011476634917778,137
True,3,3,False,1.0349904014557476,184
False,3,5,False,0.7169981364731569,136
True,2,4,False,0.5258686868873751,84
False,1,2,False,1.0935028264452884,22
True,3,5,False,0.30247262139353365,101
False,2,2,False,1.6436401091911392,30
False,1,5,False,0.8618264109907965,143
True,1,4,False,0.3350940982407621,89
False,2,4,True,0.9762603833819,29
True,2,3,False,0.8501239259928884,129
True,2,5,False,0.658485711483616,89
True,2,5,False,1.1762152133658739,112
False,2,5,False,0.7094765129336836,130
True,3,1,False,0.2764728767090679,7
False,2,5,False,1.2562279261563278,127
True,3,5,False,0.813644080213014,158
False,2,4,False,0.3143888023750774,14
True,2,5,False,1.296843525952469,156
False,1,5,False,0.9528554133860836,186
True,3,5,False,1.391367194413116,153
False,2,4,True,0.7777867407262293,16
False,3,4,False,0.32058314257056897,12
False,3,1,False,2.1882692471345733,48
True,2,2,False,0.6260779306200231,131
False,3,5,False,0.6040303155963006,95
True,3,5,False,0.8294186301272037,66
True,2,5,False,0.7880080383958342,95
True,3,2,False,0.20404812460025054,43
True,1,1,True,0.3060721869003758,17
False,3,4,True,0.7530093799442631,50
True,2,5,False,1.300338192017829,145
False,3,5,False,1.2617360709587444,133
False,1,2,False,1.7119503369836848,32
